Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (�),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"22/03/2024","GERFI, BRAYER, CORNELSCOURT DUBLIN 18","Dublin","D18R2T8","�645,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","GLANDUFF (CARNAGH EAST), KILTOOM, ATHLONE","Roscommon","N37WC90","�375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","GLENAGRAGRA, GLIN, COUNTY LIMERICK","Limerick","","�43,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","GRANGECLARE WEST, KILMEAGUE, NAAS","Kildare","W91N4FY","�470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","HARBOUR VILLA, LEADMORE, KILRUSH","Clare","V15KH68","�310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","HILLVIEW, ROCKSHIRE RD, FERRYBANK VIA WATERFORD","Kilkenny","","�175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","HODGESTOWN UPPER, DONADEA, COUNTY KILDARE","Kildare","W91X0EK","�190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","JANE ST, KNIGHTSTOWN, VALENTIA","Kerry","V23FA46","�385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","KEELNACRANAGH ENNISKEAN, CORK","Cork","P47R657","�407,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","KNOCKMORE, KILMIHIL, CLARE","Clare","V15N728","�75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","LAHARN, KILLORGLIN, CO KERRY","Kerry","","�525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","LANKILL, WESTPORT, CO MAYO","Mayo","","�200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","LORUM, BAGENALSTOWN, CO CARLOW","Carlow","R21NA44","�435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","LOWER DUNMORE, CO KILKENNY","Kilkenny","","�125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","LOWERTOWN, BLUE BALL, TULLAMORE","Offaly","R35TN30","�292,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","MAIN ST, CASTLETOWNROCHE, MALLOW","Cork","P51KH70","�98,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","MOOREFIELD, SLANE, MEATH","Meath","C15PP94","�325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","No. 4 Radharc an Dun, Crusheen","Clare","","�263,480.00","No","Yes","New Dwelling house /Apartment",""
"22/03/2024","OGHILL HOUSE, OGHILL, CULLEENS BALLINA","Sligo","F26TN25","�430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","OLD RD, GRANGE, KILMALLOCK","Limerick","","�150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","ORCHARD LANE, ARDCAVAN, WEXFORD","Wexford","Y35W42Y","�445,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","RIVERCOURT, GRANGE, MAGANEY","Laois","R93X3W0","�550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","ROOAUN, KILGLASS, CO. ROSCOMMON","Roscommon","F42PK16","�50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","ROSENBURG, LOWER ROAD, COVE","Cork","P24TK62","�780,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","ROURYGLEN, ROSSCARBERY, CORK","Cork","","�400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","RUANE, CREAGH, BALLINASLOE","Galway","H53XH64","�150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","SHINGAUN, ENNISCORTHY, CO WEXFORD","Wexford","Y21A2A4","�295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","ST JOSEPHS, 13 WILTON RD, CORK","Cork","T12KX03","�400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","STRANUANE, ARIGNA, CARRICK-ON-SHANNON","Roscommon","","�30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","TABOR COTTAGE, MONADREELA, CASHEL","Tipperary","E25AK73","�206,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","TAUR, GLENNAMUCKLAGH EAST, NEWMARKET","Cork","P51AW94","�335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","THE ARCHES, 1 SHANNONVILLAS IRISHTOWN, WESTMEATH","Westmeath","N37H348","�110,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","THE CHALET, THE HILL, CROSSHAVEN","Cork","P43DP95","�350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","THE ISLAND, BALLYCUMBER, OFFALY","Offaly","R35FX96","�185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","THE OLD SCHOOL HOUSE, BALLYCAHILL VILLAGE, THURLES","Tipperary","E41YF10","�240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","THE OLD SCHOOL HOUSE, BALLYCAHILL VILLAGE, THURLES","Tipperary","E41YF10","�240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","THE PADDOCKS, RACECOURSE COMMONS, LUSK","Dublin","K45NY05","�995,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2024","THREECASTLES, MANOR KILBRIDE, BLESSINGTON","Wicklow","W91P2R3","�645,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/03/2024","16 FORTWILLIAM, MOUNT MERRION AVE, BLACKROCK","Dublin","A94WY91","�200,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"23/03/2024","CILL DARA, BALLYMANY, NEWBRIDGE","Kildare","W12HC63","�370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/03/2024","HOUSE AT BALLINABARNEY, REDCROSS, WICKLOW","Wicklow","A67EH05","�450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/03/2024","12 MORAN PARK, ENNISCORTHY, WEXFORD","Wexford","Y21Y2N3","�177,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/03/2024","ST BRENDANS RD, PORTUMNA, GALWAY","Galway","","�285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","1 CONVENT PLACE, CROSSES GREEN, CORK CITY","Cork","T12F43X","�172,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","1 GOLF LINKS RD, BLACKROCK COVE, BLACKROCK","Louth","A91K529","�525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","1 Hawthorn Way, Kilcarbery Grange","Dublin","","�374,449.34","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","1 RADHARC ALAINN, ARLES, CO. LAOIS","Laois","R93F6T0","�80,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","1 ST PATRICKS CLOSE, HOSPITAL, LIMERICK","Limerick","V35XD72","�250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","1 WOODFIELD PARK, NEWCASTLE WEST, CO LIMERICK","Limerick","V42KC91","�221,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","10 Cedar Mews, Coolfadda, Bandon","Cork","","�308,370.04","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","101 ST MAELRUANS PARK, TALLAGHT, DUBLIN 24","Dublin","D24X5AA","�300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","10A THE ASH, AVENUE, COUNTESS RD","Kerry","V93T854","�340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","11 An Trom�n, Castlebridge, Wexford","Wexford","","�259,911.90","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","11 Ballymakenny Green, Ballymakenny Park, Drogheda","Louth","","�330,396.48","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","11 Cedar Mews, Coolfadda, Bandon","Cork","","�308,370.04","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","11 PINE TCE, ARBOR RD LISDUGGAN, WATERFORD","Waterford","X91F1PP","�165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","112 AN CIMIN MOR, CAPPAGH ROAD, KNOCKNACARRA","Galway","H91N2TR","�332,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","12 HAZELWOOD, GOREY, WEXFORD","Wexford","Y25KD27","�345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","12 ST PAULS TERRACE, ATHLONE, WESTMEATH","Westmeath","N37N7D0","�120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","12 THE CRESCENT, ST WOLSTANS ABBEY, CELBRIDGE","Kildare","W23AW77","�410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","13 BOTHAR NA GCRANN  BALLYNAPARKA, AGLISH, CAPPOQUIN","Waterford","","�75,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","13 ST GALL GARDENS NORTH, Dundrum, DUBLIN 14","Dublin","D14CX36","�428,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","13 TRAFALGAR LANE, MONKSTOWN, CO DUBLIN","Dublin","A94DW64","�625,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","131 ELM PARK, CLONMEL, TIPPERARY","Tipperary","","�80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","14 ARDCULLEN, DRUMMULLAGH, OMEATH","Louth","A91PA9T","�315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","14 FINVOLA PARK, DUNFANNAGHY, CO DONEGAL","Donegal","F92DE79","�450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","14 READE TERRACE, ROBERTS HILL, CIRCULAR RD","Kilkenny","R95Y1E8","�265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","15 KINVARA AVE, NAVAN RD, DUBLIN 7","Dublin","D07E3H2","�462,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","15 POINTE BOISE, SALTHILL, GALWAY","Galway","H91A8F7","�420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","15 Woodbrook Way, Woodbrook, Shankill","Dublin","","�506,607.92","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","16 MILLPARK GATE, CLONDALKIN VILLAGE, DUBLIN 22","Dublin","","�275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","16 The Orchard, Dunshaughlin","Meath","","�475,000.00","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","16 TOBER JARLATH ROAD, TUAM, CO GALWAY","Galway","H54WY90","�180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","17 Bramble Hill, Lugduff, Tinahely","Wicklow","","�279,735.68","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","18 BROADMEADOWS, BALLYJAMESDUFF, CAVAN","Cavan","A82P7N2","�250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","18 LIOS DUBHAILE, DUALLA, CASHEL TIPPERARY","Tipperary","E25D738","�250,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","18 RED ARCHES RD, THE COAST, BALDOYLE DUBLIN 13","Dublin","D13P825","�427,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","185 ST HELENS BAY, KILRANE, ROSSLARE HARBOUR","Wexford","Y35RW67","�253,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","19 MOUNT PLEASANT PLACE, RANELAGH, DUBLIN 6","Dublin","D06VK28","�120,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","197 CASTLE PK, DUBLIN 24, DUBLIN","Dublin","D24TV7F","�335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","1A DUNBUR TERRACE, WICKLOW TOWN, CO WICKLOW","Wicklow","A67XY60","�520,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","2 Cathair Con Raoi, Upper Main Street, Dingle","Kerry","","�308,370.00","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","2 MUREDACHS TERRACE, BALLINA, CO MAYO","Mayo","F26P966","�75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","2 ORCHARD CRESCENT, MILL ST, CARRICK ON SUIR","Tipperary","E32N562","�230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","2 REENMEEN, GLENGARRIFF, CO CORK","Cork","P75P224","�100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","2 The Green, Mill Farm, Mill Road","Cork","","�367,357.71","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","2 WHATLEY PLACE, KILMACUD RD UPPER, STILLORGAN","Dublin","A94Y567","�645,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","20 DUNSINK GREEN, FINGLAS WEST, DUBLIN 11","Dublin","D11F6X2","�248,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","20 FITZGERALDS TERRACE, DUNGARVAN, CO WATERFORD","Waterford","X35Y624","�207,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","20 The Close, Stonehaven, Blessington Road","Kildare","","�345,000.00","Yes","Yes","New Dwelling house /Apartment",""
"25/03/2024","202 ALTMORE HOUSE, TARA ST, TULLAMORE","Offaly","R35F584","�193,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","21 The Close, Stonehaven, Blessington Road","Kildare","","�345,000.00","Yes","Yes","New Dwelling house /Apartment",""
"25/03/2024","217 STATION WALK, NEWBRIDGE, COUNTY KILDARE","Kildare","","�438,767.00","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","21A INIS FAIL, OLD BAWN RD, TALLAGHT","Dublin","D24X8DK","�14,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","22 GRANGEVIEW LAWN, CLONDALKIN, DUBLIN 22","Dublin","D22RX99","�310,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","22 TALBOTSINCH, KILKENNY","Kilkenny","R95T1KC","�290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","226 Station Walk, Rickardstown, Newbridge","Kildare","","�396,476.00","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","23 The Close, Ballycullen Gate, Ballycullen","Dublin","","�414,096.00","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","23 WILLOW PARK RD, FINGLAS, DUBLIN 11","Dublin","D11XP20","�480,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","23 WOODVIEW TERRACE, WOODFORD, CO GALWAY","Galway","H62K520","�51,125.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","24 GILTSPUR BROOK, BOGHALL RD, BRAY","Wicklow","A98H725","�475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","25 ANNE ST, CLONMEL, CO TIPPERARY","Tipperary","E91H028","�400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","25 HANOVER COURT, FRANCIS ST, DUBLIN","Dublin","D08RK4C","�260,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","25 KILBROOK, TULLAMORE, CO. OFFALY","Offaly","R35A9D7","�99,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","25 REGINALD ST, THE LIBERTIES, DUBLIN 8","Dublin","D08P2Y7","�490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","25 ROCKFORD MANOR, STRADBROOK RD, BLACKROCK","Dublin","A94WP77","�640,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","25 THE WALK, CARRICKMINES GREEN, DUBLIN 18","Dublin","D18K753","�511,894.27","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","26 MANGERTON VIEW, KILLARNEY, CO KERRY","Kerry","V93EV2A","�90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","26 SOUTHMEDE, BALLINTEER RD, DUNDRUM DUBLIN 16","Dublin","D16R041","�356,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","27 NEWPARK, PORTLAOISE, LAOIS","Laois","R32PYW0","�280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","28 Brookfield Park, Merrymeetings, Rathnew","Wicklow","","�348,017.62","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","29 CARRIGMORE PLACE, CITYWEST, SAGGART","Dublin","D24XT89","�310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","3 CHURCH LANE, RATHMINES, DUBLIN 6","Dublin","D06T657","�1,805,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","3 CORRIB DR, CLAREVIEW, LIMERICK","Limerick","V94EFV0","�355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","3 ERRIGAL GARDENS, DRIMNAGH, DUBLIN 12","Dublin","D12DW21","�418,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","3 HOMELAWN DR, TALLAGHT, DUBLIN 24","Dublin","D24KC8H","�330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","3 MOUNT RIVERS, DOONBEG, CLARE","Clare","V15R597","�350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","30 TEMPLEROAN GROVE, KNOCKLYON, DUBLIN 16","Dublin","D16X9N2","�535,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","31 CULHANE ST, DUNDALK, LOUTH","Louth","A91V2A0","�225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","31 GLENAGEARY PARK, GLENAGEARY, DUBLIN","Dublin","A96A5D7","�755,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","31 The Close, Stonehaven, Blessington Road","Kildare","","�385,000.00","Yes","Yes","New Dwelling house /Apartment",""
"25/03/2024","32 The Close, Stonehaven, Blessington Road","Kildare","","�385,000.00","Yes","Yes","New Dwelling house /Apartment",""
"25/03/2024","33 Mariners Drive, Mariners Way, Rush","Dublin","","�406,550.00","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","34 GLEANN NA SMOL, OLD BAWN, TALLAGHT","Dublin","D24R6WX","�466,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","34 QUIGNALECKA, SLIGO RD, BALLINA","Mayo","F26T0A2","�270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","344 OLD GREENFIELD, MAYNOOTH, GREENFIELD","Kildare","W23T6Y4","�372,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","35 BELLEFIELD SPRINGS, ENNISCORTHY, WEXFORD","Wexford","Y21F4E8","�310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","35 Mariners Drive, Rush","Dublin","","�418,502.00","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","36 CLUAIN ARD, LONGFORD","Longford","N39F5H2","�129,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","36 SEABURY GREEN, MALAHIDE, DUBLIN","Dublin","K36EK40","�585,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","37 Mariners Drive, Mariners Way, Rush","Dublin","","�403,083.00","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","39 Mariners Avenue, Mariners Way, Rush","Dublin","","�480,176.00","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","39 ST ITA'S ST, ST MARY'S PARK, LIMERICK","Limerick","V94XFV1","�122,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","4 ABBEYFIELDS PARK, ARDAN ROAD, TULLAMORE","Offaly","","�325,900.00","No","Yes","New Dwelling house /Apartment",""
"25/03/2024","4 LYNNWOOD, SILCHESTER PARK, GLENAGEARY","Dublin","A96WT7C","�1,000,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","4 PINE HILL, COXTOWN, DUNMORE EAST","Waterford","X91YP28","�475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","4 ROS BEOLAIN, ROSSES POINT, SLIGO","Sligo","F91WD80","�695,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","4 THE GROVE, THE PADDOCKS, DUBLIN","Dublin","K78YE04","�319,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","40A DRUMMARTIN PARK, KILMACUD, DUBLIN 14","Dublin","D14TT19","�750,000.00","No","No","New Dwelling house /Apartment",""
"25/03/2024","41 MONASTERY GATE AVE, CLONDALKIN, DUBLIN 22","Dublin","D22KX03","�320,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","42 AVENUE 3, YELLOWBATTER, DROGHEDA","Louth","A92KXE9","�210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","42 ROSSVALE COURT, PORTLAOISE, LAOIS","Laois","R32NY9A","�217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","42 WESTBROOK, BARNA RD, KNOCKNACARRA","Galway","H91K2VF","�597,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2024","43 PARK LAWN, CLONTARF, DUBLIN 3","Dublin","D03VX51","�825,000.00","No","No","Second-Hand Dwelling house /Apartment",""
